Title,Link,Occupations,Companies,Company_location,Sepcs
Senior Software Tester,https://wuzzuf.net/jobs/p/2XoI8QVqAHSa-Senior-Software-Tester-intrazero-Cairo-Egypt,Full TimeHybrid,intrazero,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Testing · Quality Control · Software Development · Information Technology (IT) · Mobile Testing · Security Testing · Computer Science
Senior Blockchain Developer,https://wuzzuf.net/jobs/p/4dBUv7QZOIBs-Senior-Blockchain-Developer-eVision-Cairo-Egypt,Full TimeOn-site,eVision,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Programming
Senior Business Analyst,https://wuzzuf.net/jobs/p/tvfFtwQIHpEo-Senior-Business-Analyst-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 6 - 10 Yrs of Exp · IT/Software Development · Business Analysis · Information Technology (IT) · Computer Science · Analysis · Software · Business Development
IT Specialist,https://wuzzuf.net/jobs/p/dXuMFVJpQzNk-IT-Specialist-Massachusetts-Cairo-Egypt,Full TimeOn-site,Massachusetts,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · computer · Computer Science · Information Technology (IT) · IT · technical · Communication · Technical Support
Digital Data Specialist,https://wuzzuf.net/jobs/p/g/A69KVXCRViHI-Digital-Data-Specialist-StriveNest-Riyadh-Saudi-Arabia,Full Time,StriveNest,"<span class=""css-5wys0k"">Riyadh, <!-- -->Saudi Arabia </span>",Full TimeEntry Level · Administration · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Digital Marketing · E-marketing · Media · SEO · Online Marketing
Network Administrator,https://wuzzuf.net/jobs/p/ibwj098SAj5H-Network-Administrator-Cairoscan-Giza-Egypt,Full TimeOn-site,Cairoscan,"<span class=""css-5wys0k"">Mohandessin, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 3 Yrs of Exp · Hospitality/Hotels/Food Services · IT/Software Development · Engineering - Telecom/Technology · Engineering · network · network administrator · Network Administration · Information Technology (IT) · Computer Science
SAP ABAP Consultant,https://wuzzuf.net/jobs/p/EZTd8ayQMHig-SAP-ABAP-Consultant-DeltA-maser-Beheira-Egypt,Full TimeOn-site,DeltA maser,"<span class=""css-5wys0k"">Beheira, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 6 Yrs of Exp · Banking · IT/Software Development · Engineering - Telecom/Technology · Analysis · business · ABAP · Computer Science · Information Technology (IT) · SAP · SAP ABAP
Medical reviewer,https://wuzzuf.net/jobs/p/s02XmTlQpEue-Medical-reviewer-LMS-Cairo-Egypt,Full TimeOn-site,LMS,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 0 - 1 Yrs of Exp · Medical/Healthcare · Medical · Pharmaceutical Science
IT Specialist,https://wuzzuf.net/jobs/p/VVqkzm8Zzag1-IT-Specialist-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Obour City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 1 - 2 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · Installation · computer · Technical Support
Wordpress Developer,https://wuzzuf.net/jobs/p/qQfYyp2J2AxA-Wordpress-Developer-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Sheraton, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · backend · HTML · JavaScript · MySQL · PHP · SEO · WordPress
Sr. Configuration Engineer,https://wuzzuf.net/jobs/p/wexPIPZn6pPk-Sr-Configuration-Engineer-COLAS-RAIL-Egypt-Cairo-Egypt,Full TimeOn-site,COLAS RAIL Egypt,"<span class=""css-5wys0k"">Sheraton, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Engineering
Export Sales Manager - Chemical Industry,https://wuzzuf.net/jobs/p/lENonDKQDU9o-Export-Sales-Manager---Chemical-Industry-Giza-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteManager · 7 - 10 Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · CRM · Customer Service · Negotiation · Sales · Science · Marketing · Communication
Senior C# Developer - DevExpress Experience,https://wuzzuf.net/jobs/p/ObAMrU7vu5La-Senior-C-Developer---DevExpress-Experience-xTools-Cairo-Egypt,Full TimeFreelance / ProjectHybrid,xTools,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeFreelance / ProjectHybridExperienced · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · Git · DevExpress · Agile · Software Development · Development · Computer Science · Communication skills
Product Manager,https://wuzzuf.net/jobs/p/LE1IsIEsZmyY-Product-Manager-Tenjaz-Cairo-Egypt,Full TimeHybrid,Tenjaz,"<span class=""css-5wys0k"">Ain Shams, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Computer Science · Engineering · Product · Product Management · Software Development
Tech Assistant (F/M/NB),https://wuzzuf.net/jobs/p/g/gsTCTt3h8fLD-Tech-Assistant-FMNB-MAMA-SHELTER-LISBOA-Dubai-United-Arab-Emirates,Full Time,MAMA SHELTER LISBOA,"<span class=""css-5wys0k"">Dubai, <!-- -->United Arab Emirates </span>",Full TimeEntry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · help desk · installation · troubleshooting · maintenance · software
IT MANAGER,https://wuzzuf.net/jobs/p/bdcWkgy6D1UH-IT-MANAGER-BELLA-DONNA-FOR-KITTING-AND-READY-MADE-GARMENTS-Giza-Egypt,Full TimeOn-site,BELLA DONNA FOR KITTING AND READY MADE GARMENTS,"<span class=""css-5wys0k"">Faisal, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Sales/Retail · computer · Computer Science · Information Technology (IT) · IT · Information technology
Regional Manager,https://wuzzuf.net/jobs/p/J1vdj6HoZ06D-Regional-Manager-Adamco-Pharm-Giza-Egypt,Full TimeOn-site,Adamco Pharm,"<span class=""css-5wys0k"">Giza, <!-- -->Egypt </span>",Full TimeOn-siteSenior Management · 10+ Yrs of Exp · Operations/Management · Regional Manager · MEDICINE · Sales · sales skills · Regional · Sales Target · Science · Vet · Management
Security Supervisor,https://wuzzuf.net/jobs/p/g/Gwn5moyr4uD6-Security-Supervisor-Millennium-Central-Kuwait-Downtown-Hotel-Kuwait-City-Kuwait,Full Time,Millennium Central Kuwait Downtown Hotel,"<span class=""css-5wys0k"">Kuwait City, <!-- -->Kuwait </span>",Full TimeExperienced · IT/Software Development · Legal · Engineering - Telecom/Technology · Security · Information Technology (IT) · Computer Science · Engineering · CISSP · CISM · Computer Engineering
Protection Assistant,https://wuzzuf.net/jobs/p/g/Tnx38j58GKWs-Protection-Assistant-UNHCR-the-UN-Refugee-Agency-Kuwait-City-Kuwait,Full Time,"UNHCR, the UN Refugee Agency","<span class=""css-5wys0k"">Kuwait City, <!-- -->Kuwait </span>",Full TimeEntry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · microsoft office · english · quality · analysis
IT Technical Support Specialist,https://wuzzuf.net/jobs/p/COnfhGFeOY0p-IT-Technical-Support-Specialist-Egyptian-German-Automotive-Giza-Egypt,Full TimeOn-site,Egyptian German Automotive,"<span class=""css-5wys0k"">6th of October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Communication skills · Information Technology (IT) · IT · Networks · Computer Science · Networking · Software · Technical Support
Senior AI Engineer,https://wuzzuf.net/jobs/p/qZt8hX89HQtt-Senior-AI-Engineer-Lumin-Giza-Egypt,Full TimeHybrid,Lumin,"<span class=""css-5wys0k"">Sheikh Zayed, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeHybridExperienced · 3 - 5 Yrs of Exp · IT/Software Development · AI · Artificial Intelligence · Computer Vision · Machine Learning · TensorFlow · Python · Computer Science · Programming · PyTorch
IT Demand & Delivery - DWH Manager,https://wuzzuf.net/jobs/p/ExcXzuIdJXDn-IT-Demand-Delivery---DWH-Manager-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt,Full TimeRemote,MOBILY INFOTECH LTD INDIA,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeRemoteManager · 10 - 15 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PL/SQL · Teradata · Telecom · SQL · technical · Telecommunication · Computer Science · Communication skills
"Business Process Analyst, GEM",https://wuzzuf.net/jobs/p/g/QRT4abG8SNBa-Business-Process-Analyst-GEM-Boston-Scientific-Dubai-United-Arab-Emirates,Full Time,Boston Scientific,"<span class=""css-5wys0k"">Dubai, <!-- -->United Arab Emirates </span>",Full TimeExperienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · information technology (it) · computer science · software development · business analysis · analysis · agile · data analysis
Senior Oracle Techno-Functional Consultant (SCM/MFG Discrete),https://wuzzuf.net/jobs/p/gI8jT812SwEX-Senior-Oracle-Techno-Functional-Consultant-SCMMFG-Discrete-idaco-Giza-Egypt,Full TimeOn-site,idaco,"<span class=""css-5wys0k"">Giza, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Oracle · SCM · Techno-Functional Consultant · Computer Science · Oracle E-Business Suite · Oracle e-Business · Information Technology (IT)
Junior Fund Analyst,https://wuzzuf.net/jobs/p/g/FbZWDaXbgGxd-Junior-Fund-Analyst-Nama-Ventures-Riyadh-Saudi-Arabia,Full Time,Nama Ventures,"<span class=""css-5wys0k"">Riyadh, <!-- -->Saudi Arabia </span>",Full TimeEntry Level · Accounting/Finance · IT/Software Development · Analyst/Research · Analysis · Financial Analysis · Commerce · Data Analysis · Finance · Accounting · Microsoft Excel
ETL Developer,https://wuzzuf.net/jobs/p/g/YJyDNsAFJCCD-ETL-Developer-Cognizant-Dubai-United-Arab-Emirates,Full Time,Cognizant,"<span class=""css-5wys0k"">Dubai, <!-- -->United Arab Emirates </span>",Full TimeEntry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · ETL · Computer Science · Information Technology (IT) · SQL · Software Development · Software Engineering · Oracle
IT Specialist,https://wuzzuf.net/jobs/p/cCGdLbNgFND6-IT-Specialist-Giza-Power-Industry-Giza-Egypt,Full TimeOn-site,Giza Power Industry,"<span class=""css-5wys0k"">Abu Rawash, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Manufacturing/Production · Information Technology (IT) · Computer Science · IT · IT Specialist · specialist · Installation · Technical Support
Information Processor – Legal Document Management,https://wuzzuf.net/jobs/p/g/hj5vOZI0B8jX-Information-Processor-–-Legal-Document-Management-StriveNest-Kuwait-City-Kuwait,Full Time,StriveNest,"<span class=""css-5wys0k"">Kuwait City, <!-- -->Kuwait </span>",Full TimeEntry Level · Administration · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · microsoft office · engineering · software · management · quality
Senior Production Engineer (Metal Manufacturing),https://wuzzuf.net/jobs/p/bLV2sBFnZksn-Senior-Production-Engineer-Metal-Manufacturing-Outservingplus-Giza-Egypt,Full TimeOn-site,Outservingplus,"<span class=""css-5wys0k"">Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · Manufacturing/Production · Engineering - Mechanical/Electrical · Analysis · Computer Science · Engineering · Information Technology (IT) · Management · Manufacturing · Mechanical · Production
Microbiologist Quality Control,https://wuzzuf.net/jobs/p/tAxRUa2F5XF5-Microbiologist-Quality-Control-Atco-Pharma-For-Pharmaceutical-Industries-Monufya-Egypt,Full TimeOn-site,Atco Pharma For Pharmaceutical Industries,"<span class=""css-5wys0k"">Monufya, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · R&D/Science · Manufacturing/Production · Quality · quality · Microbiologist · Quality Control · Sciences · Pharmaceutical · Microbiology
RPA Developer,https://wuzzuf.net/jobs/p/rQB3674enPhw-RPA-Developer-alfanar-Cairo-Egypt,Full TimeShift BasedOn-site,alfanar,"<span class=""css-5wys0k"">Sheraton, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeShift BasedOn-siteEntry Level · 0 - 4 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · English · Information Technology (IT) · Computer Science · RPA · Software Development · uipath · Programming
Senior Technical Operation Engineer,https://wuzzuf.net/jobs/p/LT18A7t5ZlgU-Senior-Technical-Operation-Engineer-Cashcall-Cairo-Egypt,Full TimeHybrid,Cashcall,"<span class=""css-5wys0k"">Maadi, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridExperienced · 3+ Yrs of Exp · IT/Software Development · Project/Program Management · Analyst/Research · Computer Science · Engineering · Information Technology (IT) · Networking · Operations · SQL · Linux
IT Specialist,https://wuzzuf.net/jobs/p/QKe0tKG1p6NV-IT-Specialist-FiveM-Waste-Management-Abu-Dhabi-United-Arab-Emirates,Full TimeOn-site,FiveM Waste Management,"<span class=""css-5wys0k"">Abu Dhabi, <!-- -->United Arab Emirates </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Information Technology (IT) · Networks · ERP · IT · Software · Troubleshooting · Technical Support · computer · Computer Hardware
System Administrator,https://wuzzuf.net/jobs/p/fF50kHDA77qJ-System-Administrator-Danat-Travels-Cairo-Egypt,Full TimeOn-site,Danat Travels ,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Software · Communication · computer · Computer Science · Databases · Help desk · Information technology
Information Processor – Legal Document Management,https://wuzzuf.net/jobs/p/g/k2wnEYkmMxly-Information-Processor-–-Legal-Document-Management-TalentFusion-Solutions-Kuwait-City-Kuwait,Full Time,TalentFusion Solutions,"<span class=""css-5wys0k"">Kuwait City, <!-- -->Kuwait </span>",Full TimeEntry Level · Administration · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · microsoft office · engineering · software · management · quality
Senior Android Developer,https://wuzzuf.net/jobs/p/Uz3NcEx08WSC-Senior-Android-Developer-Sarmady-Giza-Egypt,Full TimeOn-site,Sarmady,"<span class=""css-5wys0k"">Mohandessin, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · Kotlin · jetpack · MVVM · MVP · MVC · Software Development · Android
Research And Development Pharmacist,https://wuzzuf.net/jobs/p/TPd6D576OO1q-Research-And-Development-Pharmacist-MedicZone-Cairo-Egypt,Full TimeOn-site,MedicZone,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · R&D/Science · Analyst/Research · Pharmaceutical · Business Development · Communication skills · Data Analysis · Pharmaceutical · Pharmacy · Analysis · Communication
Full Stack Developer,https://wuzzuf.net/jobs/p/KqtjPY7jNskA-Full-Stack-Developer-Al-Shabab-Al-Tamoheen-Jeddah-Saudi-Arabia,Full TimePart TimeRemote,Al Shabab Al Tamoheen,"<span class=""css-5wys0k"">Jeddah, <!-- -->Saudi Arabia </span>",Full TimePart TimeRemoteExperienced · 3 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Full Stack · Angular · Computer Science · CSS · HTML · Information Technology (IT) · Java
Senior Production Engineer,https://wuzzuf.net/jobs/p/zbOcrHoNPD5T-Senior-Production-Engineer-Outservingplus-Giza-Egypt,Full TimeOn-site,Outservingplus,"<span class=""css-5wys0k"">Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Computer Science · engineer · Engineering · Analysis · Information Technology (IT) · Management · Manufacturing
IT Executive- Cairo and Alex,https://wuzzuf.net/jobs/p/ySpdvxKAFPpO-IT-Executive--Cairo-and-Alex-Cairo-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · Computer Science · Hardware · Information Technology (IT) · English · computer · Communication · IT · Software
R&D Specialist,https://wuzzuf.net/jobs/p/VB0QyiKKBdS0-RD-Specialist-Zeta-Pharma-Monufya-Egypt,Full TimeOn-site,Zeta Pharma,"<span class=""css-5wys0k"">Alsadat City, <!-- -->Monufya, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 2 Yrs of Exp · R&D/Science · Pharmaceutical · R&D · Science · Pharmaceutical · Research
System Administrator,https://wuzzuf.net/jobs/p/RxGaVW0gUXGH-System-Administrator-RDI-Giza-Egypt,Full TimeOn-site,RDI,"<span class=""css-5wys0k"">Dokki, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Network Administration · Information Technology (IT) · Networking · Linux · CCNA · CCNP · System Administration
Senior Network Engineer,https://wuzzuf.net/jobs/p/QAuexfI9nBTd-Senior-Network-Engineer-Egypt-University-of-Informatics-EUI-Cairo-Egypt,Full TimeOn-site,Egypt University of Informatics (EUI),"<span class=""css-5wys0k"">New Capital, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Computer Science · Engineering · Information Technology (IT)
Django Developer,https://wuzzuf.net/jobs/p/rpCUsaudVIY2-Django-Developer-Giza-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">Sheikh Zayed, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Django · Python · Back-End Development · Amazon AWS · Computer Science · Engineering · CSS · Git
PMO Specialist,https://wuzzuf.net/jobs/p/g/thaH53wc2R7t-PMO-Specialist-Kana-Group-Kuwait-City-Kuwait,Full Time,Kana Group,"<span class=""css-5wys0k"">Kuwait City, <!-- -->Kuwait </span>",Full TimeEntry Level · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Computer Science · PMO · Project Management · Commerce · Computer Engineering · Information Technology (IT) · Microsoft Office
"Senior Front-end developer ""Vue js """,https://wuzzuf.net/jobs/p/RCck4CDnoK7u-Senior-Front-end-developer-Vue-js-Dubai-Cairo-Sanafi-Cairo-Egypt,Full TimeHybrid,Dubai Cairo Sanafi,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · front-end · Computer Science · JavaScript · Vue.js · Front-End Developer · Software Development · PHP · MySQL
Senior Mobile Developer,https://wuzzuf.net/jobs/p/N5KnK3zs5VeM-Senior-Mobile-Developer-Techsa-Cairo-Egypt,Full TimeHybrid,Techsa,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Documentation · front-end · Mobile · Problem Solving · Software · Software Engineering · Flutter
Senior React Native Developer,https://wuzzuf.net/jobs/p/HCjVCIpOl23P-Senior-React-Native-Developer-TechJump-Alexandria-Egypt,Full TimeHybrid,TechJump,"<span class=""css-5wys0k"">Alexandria, <!-- -->Egypt </span>",Full TimeHybridExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Development · Computer Science · Information Technology (IT) · React Native · Software Development · Mobile Development
CTO,https://wuzzuf.net/jobs/p/4lChW4mNo9Zo-CTO-Dubai-Cairo-Sanafi-Cairo-Egypt,Full TimeHybrid,Dubai Cairo Sanafi,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridSenior Management · 4 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Automation Testing · RESTful APIs · Project Management · CTO · Computer Science · Information Technology (IT) · PHP
Senior Accountant,https://wuzzuf.net/jobs/p/Z5fs0wUYhXlO-Senior-Accountant-Data-Science-Giza-Egypt,Full TimeOn-site,Data Science,"<span class=""css-5wys0k"">Hadayek October, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Administration · Accounting · Accounting Software · Data Entry · excel · Finance · Financial Management · Microsoft Excel · Financial Analysis
Technical Support / Application Support Engineer,https://wuzzuf.net/jobs/p/ivjzEl019XuA-Technical-Support-Application-Support-Engineer-eVision-Cairo-Egypt,Full TimeOn-site,eVision,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · SQL · Oracle · Microsoft SQL · Networking · Application Security · Computer Engineering · Technical Support
Junior Analyst - Real Estate,https://wuzzuf.net/jobs/p/g/van8UqmwbMGq-Junior-Analyst---Real-Estate-KitchenPark-Riyadh-Saudi-Arabia,Full Time,KitchenPark,"<span class=""css-5wys0k"">Riyadh, <!-- -->Saudi Arabia </span>",Full TimeExperienced · Accounting/Finance · IT/Software Development · Analyst/Research · Analysis · Computer Skills · Data Analysis · Financial Analysis · Microsoft Office · Accounting · Microsoft Excel
GIS Technician,https://wuzzuf.net/jobs/p/nFPnN5W9bxPc-GIS-Technician-Citylogix-ME-Cairo-Egypt,Full TimeOn-site,Citylogix ME,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 2 - 10 Yrs of Exp · IT/Software Development · Arc GIS · GIS · QGIS
Senior Oracle HCM Techno-Functional Consultant,https://wuzzuf.net/jobs/p/LGrbOuDJi5zH-Senior-Oracle-HCM-Techno-Functional-Consultant-Cairo-Egypt,Full TimeHybrid,Confidential,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridExperienced · 5 - 10 Yrs of Exp · IT/Software Development · EBS · Fusion · ERP · HCM · Oracle · Oracle HCM
Senior UX/UI Designer,https://wuzzuf.net/jobs/p/Okn9g9y6DSiu-Senior-UXUI-Designer-Dimofinf-Operations-Center-Cairo-Egypt,Full TimeHybrid,Dimofinf Operations Center,"<span class=""css-5wys0k"">Nasr City, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeHybridExperienced · 3 - 6 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · front-end · HTML5 · Information Technology (IT) · JavaScript · photoshop
Research Manager,https://wuzzuf.net/jobs/p/R0TDbKszUJKN-Research-Manager-Evalueserve-Cairo-Egypt,Full TimeHybrid,Evalueserve,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeHybridManager · 7 - 14 Yrs of Exp · Analyst/Research · Secondary research · Qualitative Research · Quantitative Research · Consulting · Team management
Site Reliability Engineer,https://wuzzuf.net/jobs/p/dX3TKDNIhK4V-Site-Reliability-Engineer-Citylogix-ME-Cairo-Egypt,Full TimeOn-site,Citylogix ME,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Information Technology (IT) · System Admin · System Administration · PostgreSQL · Docker · Node.js
IT Manager,https://wuzzuf.net/jobs/p/hbOGe7iZbuI5-IT-Manager-Al-Soug-Cashi-Giza-Egypt,Full TimeOn-site,Al Soug-Cashi,"<span class=""css-5wys0k"">Dokki, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteManager · 4 - 9 Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Administration · computer · Computer Engineering · Information Technology (IT) · Project Management · IT · Management
Entry-Level Remote Administrative Clerk,https://wuzzuf.net/jobs/p/g/nE6GNJATE5XO-Entry-Level-Remote-Administrative-Clerk-S3WM-web-media-design-Dubai-United-Arab-Emirates,Full Time,S3WM :: web media + design,"<span class=""css-5wys0k"">Dubai, <!-- -->United Arab Emirates </span>",Full TimeNot specified · Administration · IT/Software Development · Engineering - Telecom/Technology · administration · information technology (it) · microsoft office · computer science · data entry · communication skills · management
R & D Head,https://wuzzuf.net/jobs/p/0R69ETzGhySq-R-D-Head-Sharqia-Egypt,Full TimeOn-site,Confidential,"<span class=""css-5wys0k"">10th of Ramadan City, <!-- -->Sharqia, <!-- -->Egypt </span>",Full TimeOn-siteSenior Management · 5 - 8 Yrs of Exp · R&D/Science · Operations/Management · Manufacturing/Production · Analysis · Communication skills · Computer Skills · Research · Product Development · confectionery · FMCG
Senior Mobile Developer - React Native,https://wuzzuf.net/jobs/p/mrklg374IwYO-Senior-Mobile-Developer---React-Native-Partner-More-Cairo-Egypt,Full TimeOn-site,Partner & More,"<span class=""css-5wys0k"">New Cairo, <!-- -->Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · React Native · Git · Apollo · GraphQL · JavaScript · Software Development · UX · UI
Senior Systems Engineer,https://wuzzuf.net/jobs/p/5ruut7QyJkhv-Senior-Systems-Engineer-FinBi-Finance-Banking-Consultants-International-Giza-Egypt,Full TimeOn-site,FinBi Finance & Banking Consultants International,"<span class=""css-5wys0k"">Dokki, <!-- -->Giza, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · MCSA · Information Technology (IT) · computer · Engineering · Software Development
Product Manager,https://wuzzuf.net/jobs/p/0s1xVWEcR5Ma-Product-Manager-Soficopharm-Cairo-Egypt,Full TimeOn-site,Soficopharm,"<span class=""css-5wys0k"">Cairo, <!-- -->Egypt </span>",Full TimeOn-siteExperienced · 3 - 6 Yrs of Exp · Marketing/PR/Advertising · Marketing · Management · Pharmaceutical · Product Development · Sales
